"PassengerId","Survived","NA"
959,0.703703703703704,0.296296296296296
960,0.393939393939394,0.606060606060606
961,0.0630630630630631,0.936936936936937
962,0.357142857142857,0.642857142857143
963,0.888888888888889,0.111111111111111
964,0.357142857142857,0.642857142857143
965,0.393939393939394,0.606060606060606
966,0.0630630630630631,0.936936936936937
967,0.393939393939394,0.606060606060606
968,0.888888888888889,0.111111111111111
969,0.0630630630630631,0.936936936936937
970,0.888888888888889,0.111111111111111
971,0.357142857142857,0.642857142857143
972,0.0555555555555556,0.944444444444444
973,0.703703703703704,0.296296296296296
974,0.703703703703704,0.296296296296296
975,0.888888888888889,0.111111111111111
976,0.888888888888889,0.111111111111111
977,0.888888888888889,0.111111111111111
978,0.357142857142857,0.642857142857143
979,0.357142857142857,0.642857142857143
980,0.357142857142857,0.642857142857143
981,0.0555555555555556,0.944444444444444
982,0.733333333333333,0.266666666666667
983,0.888888888888889,0.111111111111111
984,0.0630630630630631,0.936936936936937
985,0.888888888888889,0.111111111111111
986,0.393939393939394,0.606060606060606
987,0.888888888888889,0.111111111111111
988,0.0630630630630631,0.936936936936937
989,0.888888888888889,0.111111111111111
990,0.357142857142857,0.642857142857143
991,0.888888888888889,0.111111111111111
992,0.0630630630630631,0.936936936936937
993,0.888888888888889,0.111111111111111
994,0.888888888888889,0.111111111111111
995,0.888888888888889,0.111111111111111
996,0.733333333333333,0.266666666666667
997,0.888888888888889,0.111111111111111
998,0.888888888888889,0.111111111111111
999,0.888888888888889,0.111111111111111
1000,0.888888888888889,0.111111111111111
1001,0.888888888888889,0.111111111111111
1002,0.888888888888889,0.111111111111111
1003,0.357142857142857,0.642857142857143
1004,0.0630630630630631,0.936936936936937
1005,0.357142857142857,0.642857142857143
1006,0.0630630630630631,0.936936936936937
1007,0.888888888888889,0.111111111111111
1008,0.888888888888889,0.111111111111111
1009,0,1
1010,0.393939393939394,0.606060606060606
1011,0.0630630630630631,0.936936936936937
1012,0.0630630630630631,0.936936936936937
1013,0.888888888888889,0.111111111111111
1014,0.0630630630630631,0.936936936936937
1015,0.888888888888889,0.111111111111111
1016,0.888888888888889,0.111111111111111
1017,0.357142857142857,0.642857142857143
1018,0.888888888888889,0.111111111111111
1019,0.833333333333333,0.166666666666667
1020,0.888888888888889,0.111111111111111
1021,0.888888888888889,0.111111111111111
1022,0.888888888888889,0.111111111111111
1023,0.703703703703704,0.296296296296296
1024,0.833333333333333,0.166666666666667
1025,0.888888888888889,0.111111111111111
1026,0.888888888888889,0.111111111111111
1027,0.888888888888889,0.111111111111111
1028,0.888888888888889,0.111111111111111
1029,0.888888888888889,0.111111111111111
1030,0.357142857142857,0.642857142857143
1031,0.888888888888889,0.111111111111111
1032,0.833333333333333,0.166666666666667
1033,0.0630630630630631,0.936936936936937
1034,0.703703703703704,0.296296296296296
1035,0.888888888888889,0.111111111111111
1036,0.393939393939394,0.606060606060606
1037,0.888888888888889,0.111111111111111
1038,0.393939393939394,0.606060606060606
1039,0.888888888888889,0.111111111111111
1040,0.393939393939394,0.606060606060606
1041,0.888888888888889,0.111111111111111
1042,0.0630630630630631,0.936936936936937
1043,0.888888888888889,0.111111111111111
1044,0.888888888888889,0.111111111111111
1045,0.357142857142857,0.642857142857143
1046,0.9,0.1
1047,0.888888888888889,0.111111111111111
1048,0.0630630630630631,0.936936936936937
1049,0.357142857142857,0.642857142857143
1050,0.393939393939394,0.606060606060606
1051,0.357142857142857,0.642857142857143
1052,0.357142857142857,0.642857142857143
1053,0.0555555555555556,0.944444444444444
1054,0.0630630630630631,0.936936936936937
1055,0.888888888888889,0.111111111111111
1056,0.888888888888889,0.111111111111111
1057,0.833333333333333,0.166666666666667
1058,0.703703703703704,0.296296296296296
1059,0.888888888888889,0.111111111111111
1060,0.0630630630630631,0.936936936936937
1061,0.357142857142857,0.642857142857143
1062,0.888888888888889,0.111111111111111
1063,0.888888888888889,0.111111111111111
1064,0.888888888888889,0.111111111111111
1065,0.888888888888889,0.111111111111111
1066,0.888888888888889,0.111111111111111
1067,0.0630630630630631,0.936936936936937
1068,0.0630630630630631,0.936936936936937
1069,0.703703703703704,0.296296296296296
1070,0.0630630630630631,0.936936936936937
1071,0.0630630630630631,0.936936936936937
1072,0.888888888888889,0.111111111111111
1073,0.393939393939394,0.606060606060606
1074,0.0630630630630631,0.936936936936937
1075,0.888888888888889,0.111111111111111
1076,0.0630630630630631,0.936936936936937
1077,0.888888888888889,0.111111111111111
1078,0.0630630630630631,0.936936936936937
1079,0.888888888888889,0.111111111111111
1080,0.833333333333333,0.166666666666667
1081,0.888888888888889,0.111111111111111
1082,0.888888888888889,0.111111111111111
1083,0.393939393939394,0.606060606060606
1084,0.0555555555555556,0.944444444444444
1085,0.888888888888889,0.111111111111111
1086,0.0555555555555556,0.944444444444444
1087,0.888888888888889,0.111111111111111
1088,0.0555555555555556,0.944444444444444
1089,0.357142857142857,0.642857142857143
1090,0.888888888888889,0.111111111111111
1091,0.357142857142857,0.642857142857143
1092,0.357142857142857,0.642857142857143
1093,0.0555555555555556,0.944444444444444
1094,0.703703703703704,0.296296296296296
1095,0.0630630630630631,0.936936936936937
1096,0.888888888888889,0.111111111111111
1097,0.393939393939394,0.606060606060606
1098,0.357142857142857,0.642857142857143
1099,0.888888888888889,0.111111111111111
1100,0.0630630630630631,0.936936936936937
1101,0.888888888888889,0.111111111111111
1102,0.888888888888889,0.111111111111111
1103,0.888888888888889,0.111111111111111
1104,0.888888888888889,0.111111111111111
1105,0.0630630630630631,0.936936936936937
1106,0.733333333333333,0.266666666666667
1107,0.393939393939394,0.606060606060606
1108,0.357142857142857,0.642857142857143
1109,0.703703703703704,0.296296296296296
1110,0.0630630630630631,0.936936936936937
1111,0.888888888888889,0.111111111111111
1112,0.0630630630630631,0.936936936936937
1113,0.888888888888889,0.111111111111111
1114,0.0630630630630631,0.936936936936937
1115,0.888888888888889,0.111111111111111
1116,0.0630630630630631,0.936936936936937
1117,0.357142857142857,0.642857142857143
1118,0.888888888888889,0.111111111111111
1119,0.357142857142857,0.642857142857143
1120,0.888888888888889,0.111111111111111
1121,0.888888888888889,0.111111111111111
1122,0.888888888888889,0.111111111111111
1123,0.0630630630630631,0.936936936936937
1124,0.888888888888889,0.111111111111111
1125,0.888888888888889,0.111111111111111
1126,0.393939393939394,0.606060606060606
1127,0.888888888888889,0.111111111111111
1128,0.703703703703704,0.296296296296296
1129,0.888888888888889,0.111111111111111
1130,0.0630630630630631,0.936936936936937
1131,0.0630630630630631,0.936936936936937
1132,0.0630630630630631,0.936936936936937
1133,0.0630630630630631,0.936936936936937
1134,0.703703703703704,0.296296296296296
1135,0.888888888888889,0.111111111111111
1136,0.888888888888889,0.111111111111111
1137,0.393939393939394,0.606060606060606
1138,0.0630630630630631,0.936936936936937
1139,0.888888888888889,0.111111111111111
1140,0.0630630630630631,0.936936936936937
1141,0.733333333333333,0.266666666666667
1142,0.0630630630630631,0.936936936936937
1143,0.888888888888889,0.111111111111111
1144,0.393939393939394,0.606060606060606
1145,0.888888888888889,0.111111111111111
1146,0.888888888888889,0.111111111111111
1147,0.888888888888889,0.111111111111111
1148,0.888888888888889,0.111111111111111
1149,0.888888888888889,0.111111111111111
1150,0.0630630630630631,0.936936936936937
1151,0.888888888888889,0.111111111111111
1152,0.888888888888889,0.111111111111111
1153,0.888888888888889,0.111111111111111
1154,0.0630630630630631,0.936936936936937
1155,0,1
1156,0.888888888888889,0.111111111111111
1157,0.888888888888889,0.111111111111111
1158,0.393939393939394,0.606060606060606
1159,0.888888888888889,0.111111111111111
1160,0.357142857142857,0.642857142857143
1161,0.888888888888889,0.111111111111111
1162,0.703703703703704,0.296296296296296
1163,0.888888888888889,0.111111111111111
1164,0.0630630630630631,0.936936936936937
1165,0.733333333333333,0.266666666666667
1166,0.888888888888889,0.111111111111111
1167,0.0630630630630631,0.936936936936937
1168,0.888888888888889,0.111111111111111
1169,0.888888888888889,0.111111111111111
1170,0.888888888888889,0.111111111111111
1171,0.888888888888889,0.111111111111111
1172,0.357142857142857,0.642857142857143
1173,0.0555555555555556,0.944444444444444
1174,0.357142857142857,0.642857142857143
1175,0.733333333333333,0.266666666666667
1176,0,1
1177,0.888888888888889,0.111111111111111
1178,0.888888888888889,0.111111111111111
1179,0.875,0.125
1180,0.888888888888889,0.111111111111111
1181,0.888888888888889,0.111111111111111
1182,0.393939393939394,0.606060606060606
1183,0.357142857142857,0.642857142857143
1184,0.888888888888889,0.111111111111111
1185,0.703703703703704,0.296296296296296
1186,0.888888888888889,0.111111111111111
1187,0.888888888888889,0.111111111111111
1188,0.0630630630630631,0.936936936936937
1189,0.888888888888889,0.111111111111111
1190,0.393939393939394,0.606060606060606
1191,0.888888888888889,0.111111111111111
1192,0.888888888888889,0.111111111111111
1193,0.888888888888889,0.111111111111111
1194,0.888888888888889,0.111111111111111
1195,0.888888888888889,0.111111111111111
1196,0.357142857142857,0.642857142857143
1197,0.0630630630630631,0.936936936936937
1198,0.393939393939394,0.606060606060606
1199,0.0555555555555556,0.944444444444444
1200,0.703703703703704,0.296296296296296
1201,0.733333333333333,0.266666666666667
1202,0.888888888888889,0.111111111111111
1203,0.888888888888889,0.111111111111111
1204,0.888888888888889,0.111111111111111
1205,0.357142857142857,0.642857142857143
1206,0.0630630630630631,0.936936936936937
1207,0.357142857142857,0.642857142857143
1208,0.703703703703704,0.296296296296296
1209,0.888888888888889,0.111111111111111
1210,0.888888888888889,0.111111111111111
1211,0.888888888888889,0.111111111111111
1212,0.888888888888889,0.111111111111111
1213,0.888888888888889,0.111111111111111
1214,0.888888888888889,0.111111111111111
1215,0.393939393939394,0.606060606060606
1216,0.0630630630630631,0.936936936936937
1217,0.888888888888889,0.111111111111111
1218,0.0630630630630631,0.936936936936937
1219,0.703703703703704,0.296296296296296
1220,0.888888888888889,0.111111111111111
1221,0.888888888888889,0.111111111111111
1222,0.0630630630630631,0.936936936936937
1223,0.393939393939394,0.606060606060606
1224,0.888888888888889,0.111111111111111
1225,0.733333333333333,0.266666666666667
1226,0.888888888888889,0.111111111111111
1227,0.393939393939394,0.606060606060606
1228,0.888888888888889,0.111111111111111
1229,0.888888888888889,0.111111111111111
1230,0.888888888888889,0.111111111111111
1231,0.888888888888889,0.111111111111111
1232,0.888888888888889,0.111111111111111
1233,0.888888888888889,0.111111111111111
1234,0.888888888888889,0.111111111111111
1235,0.0630630630630631,0.936936936936937
1236,0.888888888888889,0.111111111111111
1237,0.357142857142857,0.642857142857143
1238,0.888888888888889,0.111111111111111
1239,0.357142857142857,0.642857142857143
1240,0.888888888888889,0.111111111111111
1241,0.0630630630630631,0.936936936936937
1242,0.0630630630630631,0.936936936936937
1243,0.888888888888889,0.111111111111111
1244,0.888888888888889,0.111111111111111
1245,0.888888888888889,0.111111111111111
1246,0,1
1247,0.703703703703704,0.296296296296296
1248,0.0630630630630631,0.936936936936937
1249,0.888888888888889,0.111111111111111
1250,0.888888888888889,0.111111111111111
1251,0.733333333333333,0.266666666666667
1252,0.888888888888889,0.111111111111111
1253,0.0630630630630631,0.936936936936937
1254,0.0630630630630631,0.936936936936937
1255,0.888888888888889,0.111111111111111
1256,0.0630630630630631,0.936936936936937
1257,0.833333333333333,0.166666666666667
1258,0.888888888888889,0.111111111111111
1259,0.833333333333333,0.166666666666667
1260,0.0630630630630631,0.936936936936937
1261,0.888888888888889,0.111111111111111
1262,0.888888888888889,0.111111111111111
1263,0.0630630630630631,0.936936936936937
1264,0.703703703703704,0.296296296296296
1265,0.888888888888889,0.111111111111111
1266,0.0630630630630631,0.936936936936937
1267,0.0630630630630631,0.936936936936937
1268,0.733333333333333,0.266666666666667
1269,0.888888888888889,0.111111111111111
1270,0.703703703703704,0.296296296296296
1271,0.9,0.1
1272,0.888888888888889,0.111111111111111
1273,0.888888888888889,0.111111111111111
1274,0.357142857142857,0.642857142857143
1275,0.733333333333333,0.266666666666667
1276,0.888888888888889,0.111111111111111
1277,0.0630630630630631,0.936936936936937
1278,0.888888888888889,0.111111111111111
1279,0.888888888888889,0.111111111111111
1280,0.888888888888889,0.111111111111111
1281,0.9,0.1
1282,0.875,0.125
1283,0.0630630630630631,0.936936936936937
1284,0.0555555555555556,0.944444444444444
1285,0.888888888888889,0.111111111111111
1286,0.888888888888889,0.111111111111111
1287,0.0630630630630631,0.936936936936937
1288,0.888888888888889,0.111111111111111
1289,0.0630630630630631,0.936936936936937
1290,0.888888888888889,0.111111111111111
1291,0.888888888888889,0.111111111111111
1292,0.0630630630630631,0.936936936936937
1293,0.888888888888889,0.111111111111111
1294,0.0630630630630631,0.936936936936937
1295,0.875,0.125
1296,0.703703703703704,0.296296296296296
1297,0.888888888888889,0.111111111111111
1298,0.888888888888889,0.111111111111111
1299,0.703703703703704,0.296296296296296
1300,0.357142857142857,0.642857142857143
1301,0,1
1302,0.357142857142857,0.642857142857143
1303,0.0630630630630631,0.936936936936937
1304,0.357142857142857,0.642857142857143
1305,0.888888888888889,0.111111111111111
1306,0.0630630630630631,0.936936936936937
1307,0.888888888888889,0.111111111111111
1308,0.888888888888889,0.111111111111111
1309,0.888888888888889,0.111111111111111
